Transaction_Date,Daily_Sales,Num_Transactions,Num_Companies,Num_Products,Total_Quantity,Year,Month,Day,Day_of_Week,Quarter,Week_of_Year,Is_Weekend,Is_Month_Start,Is_Month_End,Sales_Lag_1d,Sales_Lag_7d,Sales_Lag_30d,Sales_Lag_90d,Sales_MA_7d,Sales_Std_7d,Sales_MA_30d,Sales_Std_30d,Sales_MA_90d,Sales_Std_90d,Sales_Growth_7d,Sales_Growth_30d,Avg_Transaction_Size,High_Value_Sales,High_Value_Pct,Cumulative_Monthly_Sales,Cumulative_Quarterly_Sales
2021-07-13,2721600.0,3.0,3.0,3.0,14.0,2021,7,13,1,3,28,0,0,0,3561600.0,4620000.0,5398400.0,1024800.0,5173600.0,2507317.1212805617,6368693.333333333,3501235.4689337206,6969822.222222222,3547658.8554998143,-41.09090019677485,-49.585053055525144,680400.0,0.0,0.0,86374400.0,86374400.0
2021-07-14,14828800.0,7.0,6.0,5.0,93.0,2021,7,14,2,3,28,0,0,0,2721600.0,4855200.0,4592000.0,7980000.0,6598400.0,4408910.637939185,6709920.0,3807544.873410485,7045920.0,3641776.1944697746,205.42094961671,222.9267807215199,1853600.0,10785600.0,72.73413406788588,101203200.0,101203200.0
2021-07-15,7392000.0,6.0,6.0,5.0,54.0,2021,7,15,3,3,28,0,0,0,14828800.0,8388800.0,13512800.0,3192000.0,6456000.0,4357240.76605061,6505893.333333333,3588111.554692737,7092586.666666667,3618672.834971657,-11.882508596878147,-45.296308293151064,1056000.0,1176000.0,15.909088756887343,108595200.0,108595200.0
2021-07-16,13361600.0,4.0,4.0,3.0,77.0,2021,7,16,4,3,28,0,0,0,7392000.0,8960000.0,151200.0,12196800.0,7084800.0,5042533.289263771,6946240.0,3591960.47839405,7105528.888888889,3639158.20002017,49.12499451729972,8736.97925278272,2672320.0,8960000.0,67.05783236604655,121956800.0,121956800.0
2021-07-17,15769600.0,13.0,12.0,11.0,124.0,2021,7,17,5,3,28,1,0,0,13361600.0,3192000.0,2660000.0,5896800.0,8881600.0,5630797.447372202,7383226.666666667,3841310.526274119,7215226.666666667,3749443.5879282393,394.03496427476057,492.84191998424063,1126400.0,2660000.0,16.86789665762628,137726400.0,137726400.0
2021-07-18,6977600.0,6.0,5.0,5.0,46.0,2021,7,18,6,3,28,1,0,0,15769600.0,4536000.0,6350400.0,6204800.0,9230400.0,5387092.9996303795,7404133.333333333,3837200.0371439396,7223813.333333333,3747988.2110783155,53.827148627171816,9.876541654613622,996800.0,672000.0,9.630817239334839,144704000.0,144704000.0
2021-07-19,8652000.0,5.0,5.0,4.0,47.0,2021,7,19,0,3,29,0,0,0,6977600.0,3561600.0,3404800.0,4659200.0,9957600.0,4806629.7992113605,7579040.0,3767573.780125564,7268177.777777778,3740914.5795694753,142.9244881725943,154.11179684216495,1442000.0,3584000.0,41.42394343227653,153356000.0,153356000.0
2021-07-20,6322400.0,5.0,5.0,4.0,41.0,2021,7,20,1,3,29,0,0,0,8652000.0,2721600.0,8064000.0,9072000.0,10472000.0,4033709.4524353934,7520986.666666667,3773257.1024507964,7237626.666666667,3737243.540509323,132.3044781362147,-21.597219543995593,1053733.3333333333,0.0,0.0,159678400.0,159678400.0
2021-07-21,8416800.0,9.0,9.0,7.0,77.0,2021,7,21,2,3,29,0,0,0,6322400.0,14828800.0,9066400.0,9979200.0,9556000.0,3582215.8058944433,7499333.333333333,3765939.5440175855,7220266.666666667,3727982.7785685086,-43.240178352922804,-7.164915824923253,841680.0,1338400.0,15.901528383527186,168095200.0,168095200.0
2021-07-22,10416000.0,7.0,7.0,6.0,64.0,2021,7,22,3,3,29,0,0,0,8416800.0,7392000.0,3976000.0,12908000.0,9988000.0,3457936.6795822005,7714000.0,3741645.0934738875,7192577.777777778,3694366.419529582,40.90908537485317,161.9717902485437,1302000.0,5577600.0,53.54838195580051,178511200.0,178511200.0
2021-07-23,6512800.0,4.0,4.0,4.0,56.0,2021,7,23,4,3,29,0,0,0,10416000.0,13361600.0,11099200.0,9788800.0,9009600.0,3310058.625865506,7561120.0,3691927.1938127074,7156177.777777778,3684624.948693468,-51.257330614796835,-41.32189335070155,1302560.0,1512000.0,23.215817587547967,185024000.0,185024000.0
2021-07-24,8276800.0,7.0,7.0,7.0,56.0,2021,7,24,5,3,29,1,0,0,6512800.0,15769600.0,5840800.0,5930400.0,7939200.0,1446722.2354918865,7642320.0,3679553.756152201,7182248.888888889,3684155.445525679,-47.51420153242939,41.70660839155452,1034600.0,1680000.0,20.29769714168554,193300800.0,193300800.0
2021-07-25,8036000.0,5.0,5.0,4.0,72.0,2021,7,25,6,3,29,1,0,1,8276800.0,6977600.0,7011200.0,10203200.0,8090400.0,1383395.3978044894,7676480.0,3678249.320307802,7158168.888888889,3671248.2631059303,15.16853715195237,14.61661133377862,1339333.3333333333,0.0,0.0,201336800.0,201336800.0
2021-07-26,12516000.0,10.0,10.0,9.0,82.0,2021,7,26,0,3,30,0,0,1,8036000.0,8652000.0,6148800.0,3847200.0,8642400.0,2184044.7858655835,7888720.0,3769623.583732792,7254488.888888889,3697032.7297771797,44.660189012923134,103.55189572731334,1137818.1818181819,2150400.0,17.181206680951846,213852800.0,213852800.0
2021-07-27,9676800.0,6.0,6.0,6.0,84.0,2021,7,27,1,3,30,0,0,1,12516000.0,6322400.0,2049600.0,2688000.0,9121600.0,1945099.167994606,8142960.0,3616316.306885814,7332142.222222222,3673360.8378042737,53.05579320261401,372.13096597825626,1382400.0,1512000.0,15.624998385313493,223529600.0,223529600.0
2021-07-28,4132800.0,4.0,4.0,3.0,36.0,2021,7,28,2,3,30,0,0,1,9676800.0,8416800.0,6809600.0,10208800.0,8509600.0,2722438.828207772,8053733.333333333,3682761.602977824,7264631.111111111,3675731.279917957,-50.898197545599565,-39.30920475369996,826560.0,0.0,0.0,227662400.0,227662400.0
2021-07-29,5118400.0,4.0,4.0,4.0,52.0,2021,7,29,3,3,30,0,0,1,4132800.0,10416000.0,7632800.0,9055200.0,7752800.0,2838036.0533298333,7969920.0,3721083.983557699,7220888.888888889,3677607.621854812,-50.86021017087076,-32.942035302636604,1023680.0,0.0,0.0,232780800.0,232780800.0
2021-07-30,7599200.0,5.0,5.0,4.0,52.0,2021,7,30,4,3,30,0,0,1,5118400.0,6512800.0,6316800.0,1058400.0,7908000.0,2788191.633777464,8012666.666666667,3708784.1842115116,7293564.444444444,3618613.707687404,16.680994859201135,20.30141522583979,1266533.3333333333,2520000.0,33.16138104519146,240380000.0,240380000.0
2021-07-31,6832000.0,5.0,5.0,5.0,52.0,2021,7,31,5,3,30,1,0,1,7599200.0,8276800.0,3164000.0,1646400.0,7701600.0,2809734.0135085103,8134933.333333333,3602361.5569687635,7351182.222222222,3568624.6563148014,-17.456019541849564,115.9291668997576,1138666.6666666667,0.0,0.0,247212000.0,247212000.0
2021-08-01,6972000.0,7.0,7.0,6.0,54.0,2021,8,1,6,3,30,1,1,0,6832000.0,8036000.0,4894400.0,8450400.0,7549600.0,2817398.2134823096,8204186.666666667,3557608.3197925887,7334755.555555556,3566910.202109469,-13.240416470829212,42.448503912940524,871500.0,1344000.0,19.277105668802974,6972000.0,254184000.0
2021-08-02,11368000.0,8.0,8.0,6.0,82.0,2021,8,2,0,3,31,0,1,0,6972000.0,12516000.0,11250400.0,7526400.0,7385600.0,2495100.9919440085,8208106.666666667,3561143.6069904803,7377440.0,3592126.00704887,-9.172258774987315,1.0452960743354838,1263111.111111111,3724000.0,32.75861780800336,18340000.0,265552000.0
2021-08-03,7750400.0,4.0,4.0,4.0,57.0,2021,8,3,1,3,31,0,1,0,11368000.0,9676800.0,14252000.0,8276800.0,7110400.0,2298786.2768571246,7991386.666666667,3373540.0005022148,7371591.111111111,3591073.569865949,-19.907405350177193,-45.61885730993143,1550080.0,3953600.0,51.011554111845314,26090400.0,273302400.0
2021-08-04,6899200.0,5.0,5.0,5.0,62.0,2021,8,4,2,3,31,0,1,0,7750400.0,4132800.0,11978400.0,8036000.0,7505600.0,1905768.9821521675,7822080.0,3293038.874750899,7358960.0,3590709.5951961526,66.93765318001036,-42.40298851240662,1149866.6666666667,0.0,0.0,32989600.0,280201600.0
2021-08-05,6529600.0,5.0,5.0,4.0,49.0,2021,8,5,3,3,31,0,1,0,6899200.0,5118400.0,4620000.0,5264000.0,7707200.0,1671381.0018464697,7885733.333333333,3247145.5990776224,7373022.222222222,3584886.461454966,27.571110587075925,41.333324386726325,1088266.6666666667,3304000.0,50.60033530379574,39519200.0,286731200.0
2021-08-06,8047200.0,5.0,4.0,5.0,55.0,2021,8,6,4,3,31,0,0,0,6529600.0,7599200.0,4855200.0,5689600.0,7771200.0,1675129.384057634,7992133.333333333,3196317.8821384674,7399217.777777778,3581058.817202627,5.89535663025626,65.7439310957466,1341200.0,4569600.0,56.78496162827299,47566400.0,294778400.0
2021-08-07,12157600.0,6.0,6.0,5.0,76.0,2021,8,7,5,3,31,1,0,0,8047200.0,6832000.0,8388800.0,8153600.0,8532000.0,2278268.441894701,8117760.0,3285271.7225152925,7443706.666666667,3615244.557559876,77.95080826246952,44.92656340280333,1736800.0,7308000.0,60.11054319022314,59724000.0,306936000.0
2021-08-08,6244000.0,3.0,3.0,3.0,33.0,2021,8,8,6,3,31,1,0,0,12157600.0,6972000.0,8960000.0,6154400.0,8428000.0,2375874.3850071933,8027226.666666667,3298657.0842184164,7444702.222222222,3614897.8430241477,-10.44176557060161,-30.312496616908856,1561000.0,6244000.0,99.9999839846278,65968000.0,313180000.0
2021-08-09,3718400.0,3.0,3.0,2.0,27.0,2021,8,9,0,3,32,0,0,0,6244000.0,11368000.0,3192000.0,7050400.0,7335200.0,2551010.3828352615,8044773.333333333,3273352.9787363713,7407680.0,3635982.4521893975,-67.29063447478585,16.491222903752224,929600.0,0.0,0.0,69686400.0,316898400.0
2021-08-10,4104800.0,4.0,4.0,4.0,23.0,2021,8,10,1,3,32,0,0,0,3718400.0,7750400.0,4536000.0,2620800.0,6814400.0,2811001.85224651,8030400.0,3290194.700034925,7424168.888888889,3617347.581241761,-47.03756618528512,-9.506170743789518,820960.0,0.0,0.0,73791200.0,321003200.0
2021-08-11,6081600.0,4.0,4.0,4.0,44.0,2021,8,11,2,3,32,0,0,0,4104800.0,6899200.0,3561600.0,5045600.0,6697600.0,2823847.776822724,8114400.0,3203188.1842077672,7435680.0,3611336.845664489,-11.850647632965035,70.75469711514569,1216320.0,336000.0,5.524860969997867,79872800.0,327084800.0
2021-08-12,14212800.0,8.0,8.0,8.0,99.0,2021,8,12,3,3,32,0,0,0,6081600.0,6529600.0,2721600.0,3315200.0,7795200.0,3997116.13374776,8497440.0,3223077.4715030226,7556764.444444444,3654068.9334503533,117.6672204013691,422.2220670847785,1579200.0,7560000.0,53.191485619196385,94085600.0,341297600.0
2021-08-13,2402400.0,2.0,2.0,2.0,28.0,2021,8,13,4,3,32,0,0,0,14212800.0,8047200.0,14828800.0,3113600.0,6988800.0,4478251.99231426,8083226.666666667,3179540.3908734014,7548862.222222222,3664539.6143102273,-70.14612907021957,-83.79908800448533,800800.0,0.0,0.0,96488000.0,343700000.0
2021-08-14,6932800.0,5.0,5.0,4.0,54.0,2021,8,14,5,3,32,1,0,0,2402400.0,12157600.0,7392000.0,6232800.0,6242400.0,3866852.666790738,8067920.0,3184084.8531406913,7556640.0,3662457.2252684887,-42.975583752090564,-6.212120371736963,1155466.6666666667,3500000.0,50.48464538359026,103420800.0,350632800.0
2021-08-15,3712800.0,3.0,3.0,3.0,27.0,2021,8,15,6,3,32,1,0,0,6932800.0,6244000.0,13361600.0,14700000.0,5880800.0,3983275.221891315,7746293.333333333,3117548.800042056,7434560.0,3604329.4300299166,-40.53811009959799,-72.21290322918638,928200.0,1344000.0,36.19908527281694,107133600.0,354345600.0
2021-08-16,5812800.0,3.0,3.0,3.0,43.0,2021,8,16,0,3,33,0,0,0,3712800.0,3718400.0,15769600.0,6344800.0,6180000.0,3870850.3527433486,7414400.0,2741221.450375724,7428648.888888889,3606572.2637032196,56.325286057098204,-63.139200541598996,1453200.0,4200000.0,72.25432282990593,112946400.0,360158400.0
2021-08-17,3074400.0,2.0,2.0,2.0,26.0,2021,8,17,1,3,33,0,0,0,5812800.0,4104800.0,6977600.0,5460000.0,6032800.0,3980944.5311383046,7284293.333333333,2853017.3354723477,7402142.222222222,3629894.6366910106,-25.10231312066042,-55.938996798469844,1024800.0,0.0,0.0,116020800.0,363232800.0
2021-08-18,2200800.0,3.0,3.0,3.0,19.0,2021,8,18,2,3,33,0,0,0,3074400.0,6081600.0,8652000.0,14358400.0,5478400.0,4235127.766667727,7069253.333333333,2986380.2704639076,7267057.777777778,3594155.926818862,-63.81214420347536,-74.56309817809776,550200.0,0.0,0.0,118221600.0,365433600.0
2021-08-19,7705600.0,4.0,4.0,3.0,53.0,2021,8,19,3,3,33,0,0,0,2200800.0,14212800.0,6322400.0,7728000.0,4548800.0,2244973.146090314,7115360.0,2985129.3445782308,7266808.888888889,3594124.424188641,-45.78407873296755,21.877764475869217,1541120.0,3024000.0,39.24418095356871,125927200.0,373139200.0
2021-08-20,13344800.0,8.0,8.0,6.0,90.0,2021,8,20,4,3,33,0,0,0,7705600.0,2402400.0,8416800.0,2464000.0,6112000.0,3783667.7514461163,7279626.666666667,3187916.785022764,7387706.666666667,3613702.9184897225,455.47766588508745,58.549560575330226,1482755.5555555555,5712000.0,42.80318604975825,139272000.0,386484000.0
2021-08-21,6624800.0,6.0,6.0,6.0,55.0,2021,8,21,5,3,33,1,0,0,13344800.0,6932800.0,10416000.0,12997600.0,6068000.0,3774311.1760072606,7153253.333333333,3133987.451918339,7316897.777777778,3564647.6009377735,-4.442648793755943,-36.39784596794873,946400.0,0.0,0.0,145896800.0,393108800.0
2021-08-22,6641600.0,5.0,5.0,5.0,45.0,2021,8,22,6,3,33,1,0,0,6624800.0,3712800.0,6512800.0,2738400.0,6486400.0,3629260.464612588,7157546.666666667,3133167.9396015657,7360266.666666667,3531911.5394778284,78.88383999034691,1.977643720420753,1106933.3333333333,2016000.0,30.354126964266598,152538400.0,399750400.0
2021-08-23,3236800.0,2.0,2.0,2.0,13.0,2021,8,23,0,3,34,0,0,0,6641600.0,5812800.0,8276800.0,7823200.0,6118400.0,3833783.6906464407,6989546.666666667,3205374.286578318,7309306.666666667,3558146.95658768,-44.31598466900897,-60.89309142505661,1078933.3333333333,2856000.0,88.23526685761651,155775200.0,402987200.0
2021-08-24,2626400.0,3.0,3.0,3.0,37.0,2021,8,24,1,3,34,0,0,0,3236800.0,3074400.0,8036000.0,4944800.0,6054400.0,3896298.250048796,6809226.666666667,3295372.044186997,7283546.666666667,3583757.7888661004,-14.571944258410014,-67.31706479379483,656600.0,0.0,0.0,158401600.0,405613600.0
2021-08-25,4440800.0,4.0,4.0,4.0,40.0,2021,8,25,2,3,34,0,0,1,2626400.0,2200800.0,12516000.0,12908000.0,6374400.0,3608404.8257736606,6540053.333333333,3139258.5599187245,7189466.666666667,3545380.9311506017,101.7811242361304,-64.51901050503271,888160.0,0.0,0.0,162842400.0,410054400.0
2021-08-26,2777600.0,3.0,3.0,3.0,30.0,2021,8,26,3,3,34,0,0,1,4440800.0,7705600.0,9676800.0,12409600.0,5670400.0,3781954.4576845416,6310080.0,3154217.9110867856,7082444.444444444,3531383.4490281465,-63.953480072482336,-71.29628892854157,694400.0,0.0,0.0,165620000.0,412832000.0
2021-08-27,2884000.0,2.0,2.0,2.0,13.0,2021,8,27,4,3,34,0,0,1,2777600.0,13344800.0,4132800.0,9111200.0,4176000.0,1782043.171942431,6268453.333333333,3191957.1386515363,7013253.333333333,3552131.4482206623,-78.38857994210629,-30.216794856563382,961333.3333333334,1344000.0,46.6019255887914,168504000.0,415716000.0
2021-08-28,13221600.0,7.0,7.0,7.0,87.0,2021,8,28,5,3,34,1,0,1,2884000.0,6624800.0,5118400.0,9536800.0,5118400.0,3844118.902080593,6538560.0,3425583.3554653684,7054195.555555556,3602424.5629388876,99.57733070019763,158.31506753769392,1652700.0,6428800.0,48.62346095605214,181725600.0,428937600.0
2021-08-29,7268800.0,4.0,4.0,4.0,55.0,2021,8,29,6,3,34,1,0,1,13221600.0,6641600.0,7599200.0,9408000.0,5208000.0,3892543.846894981,6527546.666666667,3422585.5968977525,7030426.666666667,3593766.4452634007,9.443506166660718,-4.347825514813992,1453760.0,3080000.0,42.37287552651393,188994400.0,436206400.0
2021-08-30,5174400.0,4.0,4.0,3.0,40.0,2021,8,30,0,3,35,0,0,1,7268800.0,3236800.0,6832000.0,8708000.0,5484800.0,3796721.336451576,6472293.333333333,3430871.0013974407,6991164.444444444,3594535.243866135,59.8615732014418,-24.262291530695034,1034880.0,0.0,0.0,194168800.0,441380800.0
2021-08-31,7324800.0,4.0,4.0,4.0,60.0,2021,8,31,1,3,35,0,0,1,5174400.0,2626400.0,6972000.0,851200.0,6156000.0,3618290.1302502872,6484053.333333333,3433246.733977593,7063093.333333333,3534560.2726617446,178.89118988303767,5.06024023806078,1464960.0,0.0,0.0,201493600.0,448705600.0
2021-09-01,4183200.0,4.0,4.0,4.0,35.0,2021,9,1,2,3,35,0,1,0,7324800.0,4440800.0,11368000.0,6776000.0,6119200.0,3639887.588007809,6244560.0,3329847.2071811957,7034284.444444444,3547469.457182537,-5.800755314187688,-63.201964883711746,836640.0,1870400.0,44.712171373070525,4183200.0,452888800.0
2021-09-02,11452000.0,9.0,9.0,8.0,97.0,2021,9,2,3,3,35,0,1,0,4183200.0,2777600.0,7750400.0,10068800.0,7358400.0,3786287.5115342173,6367946.666666667,3453842.1356146433,7049653.333333333,3563722.7848152346,312.2982746621995,47.760109444659705,1145200.0,980000.0,8.557456465468348,15635200.0,464340800.0
2021-09-03,13176800.0,7.0,7.0,6.0,84.0,2021,9,3,4,3,35,0,1,0,11452000.0,2884000.0,6899200.0,6619200.0,8828800.0,3757544.162526012,6577200.0,3670508.6762012914,7122515.555555556,3621393.2427184717,356.89308013416087,90.99024655173838,1647100.0,6552000.0,49.72375313249399,28812000.0,477517600.0
2021-09-04,14515200.0,7.0,7.0,6.0,73.0,2021,9,4,5,3,35,1,1,0,13176800.0,13221600.0,6529600.0,13932800.0,9013600.0,4031422.9216659106,6843386.666666667,3946147.41110376,7128986.666666667,3634197.0705625485,9.783989094815372,122.29843753086904,1814400.0,12863200.0,88.61882105525098,43327200.0,492032800.0
2021-09-05,5471200.0,4.0,4.0,4.0,54.0,2021,9,5,6,3,35,1,1,0,14515200.0,7268800.0,8047200.0,1920800.0,8756800.0,4214199.640896632,6757520.0,3947075.912394755,7168435.555555556,3596097.372614979,-24.730350989110857,-32.01113032966369,1094240.0,1372000.0,25.076761025595662,48798400.0,497504000.0
2021-09-06,5874400.0,6.0,6.0,5.0,46.0,2021,9,6,0,3,36,0,0,0,5471200.0,5174400.0,12157600.0,5376000.0,8856800.0,4122327.653159071,6548080.0,3815150.934818735,7173973.333333333,3593689.0604990544,13.528135913702863,-51.68124862791599,839200.0,2688000.0,45.757856843616906,54672800.0,503378400.0
2021-09-07,2587200.0,4.0,4.0,4.0,14.0,2021,9,7,1,3,36,0,0,0,5874400.0,7324800.0,6244000.0,12196800.0,8180000.0,4755978.065550762,6426186.666666667,3883014.6890886407,7067200.0,3585525.124939588,-64.67889025244509,-58.56501304211835,517440.0,2385600.0,92.20775656781208,57260000.0,505965600.0
2021-09-08,5023200.0,6.0,6.0,5.0,34.0,2021,9,8,2,3,36,0,0,0,2587200.0,4183200.0,3718400.0,3998400.0,8300000.0,4647690.11015149,6469680.0,3858871.5611941656,7078586.666666667,3577287.719381259,20.080316484911915,35.090352008833904,717600.0,1792000.0,35.67446335513948,62283200.0,510988800.0
2021-09-09,7896000.0,6.0,6.0,5.0,68.0,2021,9,9,3,3,36,0,0,0,5023200.0,11452000.0,4104800.0,11155200.0,7792000.0,4435234.006603632,6596053.333333333,3840790.268873224,7042373.333333333,3551962.968629722,-31.051342031842292,92.36014121025599,1128000.0,2520000.0,31.914889575115303,70179200.0,518884800.0
2021-09-10,3595200.0,2.0,2.0,2.0,31.0,2021,9,10,4,3,36,0,0,0,7896000.0,13176800.0,6081600.0,4844000.0,6423200.0,3948197.252755572,6513173.333333333,3878912.096232504,7028497.777777778,3563069.1127512823,-72.71567658948481,-40.88397117798422,1198400.0,0.0,0.0,73774400.0,522480000.0
2021-09-11,10684800.0,6.0,6.0,5.0,82.0,2021,9,11,5,3,36,1,0,0,3595200.0,14515200.0,14212800.0,5398400.0,5876000.0,2711529.241344568,6395573.333333333,3686116.2530485247,7087235.555555556,3579430.7649357882,-26.388887070871426,-24.822693288958313,1526400.0,5040000.0,47.16980690609025,84459200.0,533164800.0
2021-09-12,3421600.0,4.0,4.0,4.0,28.0,2021,9,12,6,3,36,1,0,0,10684800.0,5471200.0,2402400.0,4592000.0,5583200.0,2868636.0986829,6429546.666666667,3652588.106490814,7074231.111111111,3590706.407030955,-37.461610348440864,42.424224765141204,684320.0,504000.0,14.729946595175766,87880800.0,536586400.0
2021-09-13,5588800.0,5.0,5.0,5.0,32.0,2021,9,13,0,3,37,0,0,0,3421600.0,5874400.0,6932800.0,13512800.0,5542400.0,2865833.7890859353,6384746.666666667,3654444.5128838825,6986186.666666667,3527653.236391686,-4.861772289634296,-19.386103827298662,931466.6666666666,4211200.0,75.35068792036074,93469600.0,542175200.0
2021-09-14,924000.0,1.0,1.0,1.0,11.0,2021,9,14,1,3,37,0,0,0,5588800.0,2587200.0,3712800.0,151200.0,5304800.0,3201022.103433003,6291786.666666667,3758737.7950889147,6994773.333333333,3511733.8676263215,-64.2856894381225,-75.11310194109515,462000.0,0.0,0.0,94393600.0,543099200.0
2021-09-15,6983200.0,6.0,6.0,6.0,47.0,2021,9,15,2,3,37,0,0,0,924000.0,5023200.0,5812800.0,2660000.0,5584800.0,3257508.839588925,6330800.0,3759668.673589789,7042808.888888889,3481209.0437392937,39.01894429468381,20.134871295267118,997600.0,4816000.0,68.96550736546178,101376800.0,550082400.0
2021-09-16,4037600.0,3.0,3.0,3.0,38.0,2021,9,16,3,3,37,0,0,0,6983200.0,7896000.0,3074400.0,6350400.0,5033600.0,3124996.4095979347,6362906.666666667,3734932.246344182,7017111.111111111,3494887.239551305,-48.86524203834321,31.329680155581524,1009400.0,196000.0,4.854367729748432,105414400.0,554120000.0
2021-09-17,4401600.0,4.0,4.0,4.0,30.0,2021,9,17,4,3,37,0,0,0,4037600.0,3595200.0,2200800.0,3404800.0,5148800.0,3077638.3673199783,6436266.666666667,3671436.7614509338,7028186.666666667,3484876.0612204606,22.429900303209752,99.99995456199811,880320.0,0.0,0.0,109816000.0,558521600.0
2021-09-18,8192800.0,6.0,6.0,4.0,65.0,2021,9,18,5,3,37,1,0,0,4401600.0,10684800.0,7705600.0,8064000.0,4792800.0,2400091.5093665314,6452506.666666667,3678316.139394943,7029617.777777778,3485332.628124492,-23.322848970233512,6.322673598074958,1170400.0,2184000.0,26.65754971956477,118008800.0,566714400.0
2021-09-19,6339200.0,5.0,5.0,4.0,51.0,2021,9,19,6,3,37,1,0,0,8192800.0,3421600.0,13344800.0,9066400.0,5209600.0,2375490.944345326,6218986.666666667,3440346.124901741,6999315.555555556,3479275.607025543,85.27002417873972,-52.496848772791736,1056533.3333333333,1680000.0,26.50176260383604,124348000.0,573053600.0
2021-09-20,1064000.0,1.0,1.0,1.0,10.0,2021,9,20,0,3,38,0,0,0,6339200.0,5588800.0,6624800.0,3976000.0,4563200.0,2827693.976841668,6033626.666666667,3565263.0386041324,6966960.0,3520996.799516049,-80.96190936123865,-83.93912511485252,532000.0,0.0,0.0,125412000.0,574117600.0
2021-09-21,3948000.0,3.0,3.0,3.0,26.0,2021,9,21,1,3,38,0,0,0,1064000.0,924000.0,6641600.0,11099200.0,4995200.0,2373585.394854512,5943840.0,3583295.8877316383,6887502.222222222,3507361.018156017,327.2723730818473,-40.556486305033985,987000.0,0.0,0.0,129360000.0,578065600.0
2021-09-22,8506400.0,6.0,6.0,5.0,61.0,2021,9,22,2,3,38,0,0,0,3948000.0,6983200.0,3236800.0,5840800.0,5212800.0,2640971.376848548,6119493.333333333,3575169.629632091,6917120.0,3509676.8826978696,21.812346515587908,162.80271786866106,1215200.0,5191200.0,61.02698426749457,137866400.0,586572000.0
2021-09-23,4754400.0,4.0,4.0,4.0,35.0,2021,9,23,3,3,38,0,0,0,8506400.0,4037600.0,2626400.0,7011200.0,5315200.0,2601410.3251890084,6190426.666666667,3524222.2481615385,6892044.444444444,3517051.4787985925,17.753116268794265,81.02342330816961,950880.0,2548000.0,53.59245044749065,142620800.0,591326400.0
2021-09-24,19124000.0,9.0,9.0,7.0,114.0,2021,9,24,4,3,38,0,0,0,4754400.0,4401600.0,4440800.0,6148800.0,7418400.0,5766110.111100317,6679866.666666667,4223145.222203006,7036213.333333333,3744804.119543881,334.4782955111106,330.6430529086982,1912400.0,11928000.0,62.371885464762315,161744800.0,610450400.0
2021-09-25,4435200.0,3.0,3.0,2.0,33.0,2021,9,25,5,3,38,1,0,1,19124000.0,8192800.0,2777600.0,2049600.0,6881600.0,5856205.570162303,6735120.0,4180962.464874522,7062720.0,3717454.0884314254,-45.864656055969135,59.677397869600426,1108800.0,0.0,0.0,166180000.0,614885600.0
2021-09-26,7817600.0,5.0,5.0,4.0,61.0,2021,9,26,6,3,38,1,0,1,4435200.0,6339200.0,2884000.0,6809600.0,7092800.0,5860041.556166644,6899573.333333333,4120856.3622000995,7073920.0,3718201.2996862847,23.32155109137571,171.06790184885512,1302933.3333333333,3360000.0,42.97993719556678,173997600.0,622703200.0
2021-09-27,8030400.0,5.0,5.0,4.0,60.0,2021,9,27,0,3,39,0,0,1,7817600.0,1064000.0,13221600.0,7632800.0,8088000.0,5222391.299012357,6726533.333333333,3951755.2630256037,7078337.777777778,3719108.8868222134,654.7362267516667,-39.26302117270065,1338400.0,5588800.0,69.59552829304539,182028000.0,630733600.0
2021-09-28,3948000.0,3.0,3.0,3.0,26.0,2021,9,28,1,3,39,0,0,1,8030400.0,3948000.0,7268800.0,6316800.0,8088000.0,5222391.299012358,6615840.0,3982432.6477929135,7052017.777777778,3732915.1472153272,0.0,-45.68566397676866,987000.0,0.0,0.0,185976000.0,634681600.0
2021-09-29,8999200.0,5.0,5.0,5.0,62.0,2021,9,29,2,3,39,0,0,1,3948000.0,8506400.0,5174400.0,3164000.0,8158400.0,5232283.74358017,6743333.333333333,3995895.92537603,7116853.333333333,3715259.8274465567,5.79328437490779,73.91773463247243,1499866.6666666667,0.0,0.0,194975200.0,643680800.0
2021-09-30,7005600.0,4.0,4.0,4.0,47.0,2021,9,30,3,3,39,0,0,1,8999200.0,4754400.0,7324800.0,4894400.0,8480000.0,5054346.396254743,6732693.333333333,3994719.044881656,7140311.111111111,3707727.1294712,47.349813362398336,-4.357797570200201,1401120.0,3920000.0,55.95522782413671,201980800.0,650686400.0
2021-10-01,2016000.0,1.0,1.0,1.0,10.0,2021,10,1,4,4,39,0,1,0,7005600.0,19124000.0,4183200.0,11250400.0,6036000.0,2580539.7678263607,6660453.333333333,4061451.8738936204,7037706.666666667,3720460.652788017,-89.45826765016379,-51.80721653107273,1008000.0,2016000.0,99.99995039685,2016000.0,2016000.0
2021-10-02,5768000.0,5.0,5.0,5.0,39.0,2021,10,2,5,4,39,1,1,0,2016000.0,4435200.0,11452000.0,14252000.0,6226400.0,2490335.0243156697,6470986.666666667,3961569.583379043,6943440.0,3642275.2073425874,30.050498275049993,-49.633247499716425,961333.3333333334,0.0,0.0,7784000.0,7784000.0
